County/City,Ward,Pct,"Edward Walter Gillespie","Corey Alan Stewart","Frank W. Wagner","All Others","Total Votes Cast"
"Newport News City",-,"213 - Sanford (CD 3)",58,42,46,0,146
"Newport News City",-,"215 - Warwick (CD 3)",43,40,35,0,118
"Newport News City",-,"216 - Yates (CD 3)",69,41,64,0,174
"Newport News City",-,"217 - Riverview (CD 3)",108,82,67,0,257
"Newport News City",-,"218 - Kiln Creek (CD 3)",133,96,82,0,311
"Newport News City",-,"219 - Deer Park (CD 3)",71,42,33,0,146
"Newport News City",-,"302 - Briarfield (CD 3)",16,13,10,0,39
"Newport News City",-,"303 - Carver (CD 3)",8,10,10,0,28
"Newport News City",-,"304 - Chestnut (CD 3)",0,0,3,0,3
"Newport News City",-,"305 - Downtown (CD 3)",0,8,5,0,13
"Newport News City",-,"306 - Dunbar (CD 3)",0,0,2,0,2
"Newport News City",-,"307 - Huntington (CD 3)",1,1,1,0,3
"Newport News City",-,"308 - Jefferson (CD 3)",2,0,0,0,2
"Newport News City",-,"309 - Magruder (CD 3)",2,0,0,0,2
"Newport News City",-,"310 - Marshall (CD 3)",0,1,1,0,2
"Newport News City",-,"311 - Newmarket (CD 3)",38,31,11,0,80
"Newport News City",-,"312 - Newsome Park (CD 3)",0,0,0,0,0
"Newport News City",-,"313 - Reed (CD 3)",2,2,2,0,6
"Newport News City",-,"314 - River (CD 3)",48,45,21,0,114
"Newport News City",-,"315 - Sedgefield (CD 3)",50,42,39,0,131
"Newport News City",-,"316 - South Morrison (CD 3)",52,45,22,0,119
"Newport News City",-,"317 - Washington (CD 3)",1,0,0,0,1
"Newport News City",-,"318 - Wilson (CD 3)",9,5,4,0,18
"Newport News City",-,"319 - Saunders (CD 3)",116,92,55,1,264
"Newport News City",-,"320 - Watkins (CD 3)",115,108,76,1,300
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",50,20,25,0,95
"Newport News City",-,"Provisional (CD 3)",0,0,1,0,1
"Norfolk City",-,"101 - Granby (CD 2)",2,0,0,0,2
"Norfolk City",-,"101 - Granby (CD 3)",69,48,37,0,154
"Norfolk City",-,"102 - Ocean View School (CD 2)",39,30,24,0,93
"Norfolk City",-,"103 - Northside (CD 2)",71,51,48,0,170
"Norfolk City",-,"104 - Titustown (CD 2)",4,3,7,0,14
"Norfolk City",-,"104 - Titustown (CD 3)",0,0,0,0,0
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",83,42,34,0,159
"Norfolk City",-,"201 - Larchmont School (CD 3)",103,51,66,0,220
"Norfolk City",-,"203 - Ghent Square (CD 3)",35,15,22,0,72
"Norfolk City",-,"207 - Lambert's Point (CD 3)",7,9,3,0,19
"Norfolk City",-,"208 - Larchmont Library (CD 3)",44,11,34,0,89
"Norfolk City",-,"210 - Maury (CD 3)",34,27,25,0,86
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",85,33,72,0,190
"Norfolk City",-,"212 - Park Place (CD 3)",3,2,2,0,7
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",35,15,39,0,89
"Norfolk City",-,"214 - Stuart (CD 3)",40,29,22,0,91
"Norfolk City",-,"215 - Suburban Park (CD 2)",74,52,49,0,175
"Norfolk City",-,"217 - Wesley (CD 2)",30,30,16,0,76
"Norfolk City",-,"218 - Willard (CD 3)",76,56,71,0,203
"Norfolk City",-,"301 - Ballentine (CD 3)",9,8,9,0,26
"Norfolk City",-,"302 - Tanners Creek (CD 3)",9,7,7,0,23
"Norfolk City",-,"303 - Broad Creek (CD 3)",9,6,2,0,17
"Norfolk City",-,"304 - Coleman Place School (CD 3)",8,12,3,0,23
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",17,15,8,0,40
"Norfolk City",-,"306 - Lindenwood (CD 3)",5,5,5,0,15
"Norfolk City",-,"309 - Norview (CD 3)",27,28,23,0,78
"Norfolk City",-,"310 - Rosemont (CD 3)",2,3,5,0,10
"Norfolk City",-,"311 - Sherwood (CD 3)",38,74,45,0,157
"Norfolk City",-,"313 - Union Chapel (CD 3)",0,5,3,0,8
"Norfolk City",-,"402 - Berkley (CD 3)",0,0,2,0,2
"Norfolk City",-,"403 - Brambleton (CD 3)",0,2,2,0,4
"Norfolk City",-,"404 - Campostella (CD 3)",2,3,1,0,6
"Norfolk City",-,"405 - Chesterfield (CD 3)",1,3,1,0,5
"Norfolk City",-,"406 - Barron Black (CD 2)",36,40,19,0,95
"Norfolk City",-,"408 - Easton (CD 3)",50,59,44,0,153
"Norfolk City",-,"409 - Fairlawn (CD 3)",43,50,14,0,107
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",0,0,0,0,0
"Norfolk City",-,"412 - Ingleside (CD 3)",20,11,17,0,48
"Norfolk City",-,"413 - Poplar Halls (CD 3)",21,28,25,0,74
"Norfolk City",-,"414 - Young Park (CD 3)",0,0,0,0,0
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",18,27,19,0,64
"Norfolk City",-,"501 - Bayview (CD 2)",67,90,56,0,213
"Norfolk City",-,"503 - East Ocean View (CD 2)",72,60,64,0,196
"Norfolk City",-,"504 - Larrymore (CD 2)",59,53,26,0,138
"Norfolk City",-,"505 - Little Creek (CD 2)",41,40,35,0,116
"Norfolk City",-,"506 - Ocean View Center (CD 2)",48,60,23,0,131
"Norfolk City",-,"507 - Pretlow (CD 2)",78,68,35,0,181
"Norfolk City",-,"509 - Tarrallton (CD 2)",98,76,56,0,230
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",85,87,91,0,263
"Norfolk City",-,"511 - Crossroads (CD 2)",62,65,59,0,186
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",56,31,45,0,132
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",24,10,11,0,45
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",24,6,12,0,42
"Norfolk City",-,"Provisional (CD 2)",0,0,0,0,0
"Norfolk City",-,"Provisional (CD 3)",1,0,0,0,1
"Northampton County",-,"101 - Precinct 1-1",59,54,36,0,149
"Northampton County",-,"201 - Precinct 2-1",19,13,12,0,44
"Northampton County",-,"301 - Precinct 3-1",36,18,9,0,63
"Northampton County",-,"401 - Precinct 4-1",56,33,16,0,105
"Northampton County",-,"501 - Precinct 5-1",70,58,20,0,148
"Northampton County",-,"Ab - Central Absentee Precinct",17,3,6,0,26
"Northampton County",-,Provisional,0,0,0,0,0
"Northumberland County",-,"101 - 1a",98,69,10,0,177
"Northumberland County",-,"201 - 2a",125,90,17,0,232
"Northumberland County",-,"301 - 3a",25,34,6,0,65
"Northumberland County",-,"302 - 3b",7,2,3,0,12
"Northumberland County",-,"401 - 4a",190,116,46,0,352
"Northumberland County",-,"501 - 5a",187,136,31,0,354
"Northumberland County",-,"Ab - Central Absentee Precinct",22,14,3,0,39
"Northumberland County",-,Provisional,0,1,0,0,1
"Norton City",-,"1 - East Ward",33,50,3,0,86
"Norton City",-,Provisional,0,0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1",31,22,4,0,57
"Nottoway County",-,"102 - Precinct 1-2",16,32,2,0,50
"Nottoway County",-,"201 - Precinct 2-1",57,58,10,0,125
"Nottoway County",-,"202 - Precinct 2-2",23,23,3,0,49
"Nottoway County",-,"301 - Precinct 3-1",12,13,3,0,28
"Nottoway County",-,"302 - Precinct 3-2",22,14,2,0,38
"Nottoway County",-,"401 - Precinct 4-1",10,6,1,0,17
"Nottoway County",-,"402 - Precinct 4-2",46,35,4,0,85
"Nottoway County",-,"501 - Precinct 5-1",65,42,16,0,123
"Nottoway County",-,"Ab - Central Absentee Precinct",16,3,0,0,19
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",70,136,25,0,231
"Orange County",-,"102 - One East",74,92,16,0,182
"Orange County",-,"201 - Two West",62,109,9,0,180
"Orange County",-,"202 - Two East",63,108,11,0,182
"Orange County",-,"301 - Three West",95,86,7,0,188
"Orange County",-,"302 - Three East",24,49,2,0,75
"Orange County",-,"401 - Four West",93,132,11,0,236
"Orange County",-,"402 - Four East",70,96,8,0,174
"Orange County",-,"501 - Five South",152,120,20,0,292
"Orange County",-,"502 - Five North",249,142,31,0,422
"Orange County",-,"Ab - Central Absentee Precinct",34,24,6,0,64
"Orange County",-,Provisional,0,0,0,0,0
"Page County",-,"101 - West Luray",101,93,11,0,205
"Page County",-,"201 - East Luray",107,152,10,0,269
"Page County",-,"301 - Marksville",78,132,13,0,223
"Page County",-,"401 - Newport",63,67,5,0,135
"Page County",-,"501 - Shenandoah",57,155,9,0,221
"Page County",-,"Ab - Central Absentee Precinct",24,13,2,0,39
"Page County",-,Provisional,0,0,0,0,0
"Patrick County",-,"101 - Ararat",3,12,7,0,22
"Patrick County",-,"102 - Claudville",11,40,10,0,61
"Patrick County",-,"103 - Willis Gap",8,36,7,0,51
"Patrick County",-,"201 - Dry Pond",8,9,4,0,21
"Patrick County",-,"202 - Patrick Springs",15,32,5,0,52
"Patrick County",-,"203 - Russell Creek",8,24,2,0,34
"Patrick County",-,"301 - Critz/stella",17,49,8,0,74
"Patrick County",-,"302 - Liberty",14,35,3,0,52
"Patrick County",-,"401 - Meadows Of Dan",8,41,8,0,57
"Patrick County",-,"402 - Stuart Administration",10,45,8,0,63
"Patrick County",-,"501 - Stuart Community",8,18,3,0,29
"Patrick County",-,"502 - Elamsville",17,39,6,0,62
"Patrick County",-,"503 - Woolwine",23,35,9,0,67
"Patrick County",-,"Ab - Central Absentee Precinct",11,8,0,0,19
"Patrick County",-,Provisional,0,0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct",16,9,3,0,28
"Petersburg City",-,"201 - Second Ward First Precinct",9,12,1,0,22
"Petersburg City",-,"301 - Third Ward First Precinct",18,17,5,0,40
"Petersburg City",-,"401 - Fourth Ward First Precinct",8,14,10,0,32
"Petersburg City",-,"501 - Fifth Ward First Precinct",5,13,2,0,20
"Petersburg City",-,"601 - Sixth Ward First Precinct",1,0,0,0,1
"Petersburg City",-,"701 - Seventh Ward First Precinct",9,11,4,0,24
"Petersburg City",-,"Ab - Central Absentee Precinct",27,8,6,0,41
"Petersburg City",-,Provisional,0,0,0,0,0
"Pittsylvania County",-,"103 - Twin Springs",101,129,18,0,248
"Pittsylvania County",-,"105 - Chatham",51,40,9,0,100
"Pittsylvania County",-,"106 - Tunstall",31,48,5,0,84
"Pittsylvania County",-,"108 - West Blairs",25,43,8,0,76
"Pittsylvania County",-,"201 - Callands",40,55,7,0,102
"Pittsylvania County",-,"202- Bearskin",10,14,2,0,26
"Pittsylvania County",-,"204 - Sandy Level",30,64,5,0,99
"Pittsylvania County",-,"206 - Climax",37,34,5,0,76
"Pittsylvania County",-,"207 - Gretna",71,99,9,0,179
"Pittsylvania County",-,"301 - Central",15,21,5,0,41
"Pittsylvania County",-,"305 - Riceville",10,31,2,0,43
"Pittsylvania County",-,"307 - East Blairs",11,10,1,0,22
"Pittsylvania County",-,"308 - Mt Airy",7,15,2,0,24
"Pittsylvania County",-,"309 - East Gretna",23,15,3,0,41
"Pittsylvania County",-,"402 - Keeling",45,64,7,0,116
"Pittsylvania County",-,"404 - Kentuck",61,105,11,0,177
"Pittsylvania County",-,"405 - Ringgold",67,145,14,0,226
"Pittsylvania County",-,"501 - Hurt",69,85,14,0,168
"Pittsylvania County",-,"502 - Motley Sycamore",58,94,11,0,163
"Pittsylvania County",-,"503 - Renan",32,60,2,0,94
"Pittsylvania County",-,"603 - Stony Mill",40,62,6,0,108
"Pittsylvania County",-,"604 - Swansonville",28,40,4,0,72
"Pittsylvania County",-,"605 - Whitmell",28,53,4,0,85
"Pittsylvania County",-,"606 - Brosville",22,25,4,0,51
"Pittsylvania County",-,"607 - Dry Fork",38,18,7,0,63
"Pittsylvania County",-,"702 - Bachelors Hall",49,105,13,0,167
"Pittsylvania County",-,"703 - Ferry Road",11,15,1,0,27
"Pittsylvania County",-,"704 - Mt Hermon",106,110,10,0,226
"Pittsylvania County",-,"705 - Mt Cross",41,63,2,0,106
"Pittsylvania County",-,"Ab - Central Absentee Precinct",48,18,3,0,69
"Pittsylvania County",-,Provisional,0,0,0,0,0
"Poquoson City",-,"1 - Central",136,107,71,0,314
"Poquoson City",-,"2 - Eastern",106,120,88,0,314
"Poquoson City",-,"3 - Western",195,123,112,0,430
"Poquoson City",-,"Ab - Central Absentee Precinct",19,6,8,0,33
"Poquoson City",-,Provisional,0,1,0,0,1
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",44,39,27,0,110
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",2,2,1,0,5
"Portsmouth City",-,"7- Park View Elementary School",10,16,12,0,38
"Portsmouth City",-,"9 - Third Baptist Church",6,14,16,0,36
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",13,26,18,0,57
"Portsmouth City",-,"11 - Mt. Hermon Village",2,1,1,0,4
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",1,0,1,0,2
"Portsmouth City",-,"14 - Emily N. Spong Preschool",2,3,0,0,5
"Portsmouth City",-,"16 - Cradock Middle School",28,29,21,0,78
"Portsmouth City",-,"17 - Victory Life Fellowship",31,24,10,0,65
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",18,23,11,0,52
"Portsmouth City",-,"20 - Noble Street Baptist Church",14,12,11,0,37
"Portsmouth City",-,"21 - John F. Kennedy Community Center",1,3,1,0,5
"Portsmouth City",-,"22 - Forward Church",33,27,18,0,78
"Portsmouth City",-,"23 - Westhaven Baptist Church",41,64,25,0,130
"Portsmouth City",-,"24 - Willett Hall",18,20,22,0,60
"Portsmouth City",-,"25 - John Tyler Elementary School",48,37,15,0,100
"Portsmouth City",-,"26 - William E. Waters Middle School",1,1,1,0,3
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",1,3,2,0,6
"Portsmouth City",-,"28 - Lakeview Elementary School",3,2,3,0,8
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",58,50,21,0,129
"Portsmouth City",-,"30 - The Rescue Church",36,64,22,0,122
"Portsmouth City",-,"31 - West Park Church Of Christ",42,38,22,0,102
"Portsmouth City",-,"32 - Hodges Manor Elementary School",84,45,30,0,159
"Portsmouth City",-,"33- Pinecrest Baptist Church",64,54,34,0,152
"Portsmouth City",-,"34- Churchland Branch Library",64,40,50,0,154
"Portsmouth City",-,"35 - Churchland Elementary School",69,73,29,0,171
"Portsmouth City",-,"36 - Scottish Rite Temple",106,133,73,0,312
"Portsmouth City",-,"37 - Churchland Middle School",50,47,31,0,128
"Portsmouth City",-,"38 - Grove Baptist Church",13,20,7,0,40
"Portsmouth City",-,"39 - River Shore Baptist Church",62,49,37,0,148
"Portsmouth City",-,"Ab - Central Absentee Precinct",11,9,8,0,28
"Portsmouth City",-,Provisional,0,0,0,0,0
"Powhatan County",-,"101 - Subletts",138,106,33,0,277
"Powhatan County",-,"102 - Manakin",99,91,42,0,232
"Powhatan County",-,"103 - Flat Rock",64,73,24,0,161
"Powhatan County",-,"201 - Powhatan Station",113,89,23,0,225
"Powhatan County",-,"202 - Graceland",108,99,42,0,249
"Powhatan County",-,"301 - Bethesda",91,96,38,0,225
"Powhatan County",-,"302 - Lee's Landing",68,67,23,0,158
"Powhatan County",-,"401 - Powhatan Courthouse",178,165,45,0,388
"Powhatan County",-,"402 - Mt Zion",52,54,12,0,118
"Powhatan County",-,"501 - Smith Cross Roads",69,61,9,0,139
"Powhatan County",-,"502 - Pineville",38,41,15,0,94
"Powhatan County",-,"503 - Tobaccoville",41,30,9,0,80
"Powhatan County",-,"Ab - Central Absentee Precinct",41,18,8,0,67
"Powhatan County",-,Provisional,0,0,0,0,0
"Prince Edward County",-,"101 - Farmville",73,35,7,0,115
"Prince Edward County",-,"201 - Lockett",84,46,8,0,138
"Prince Edward County",-,"301 - Leigh",33,24,5,0,62
"Prince Edward County",-,"302 - Mt Pleasant",12,13,6,0,31
"Prince Edward County",-,"401 - Hampden",32,22,10,0,64
"Prince Edward County",-,"501 - Darlington Hts",44,39,1,0,84
"Prince Edward County",-,"502 - Buffalo Hts",33,15,4,0,52
"Prince Edward County",-,"601 - Prospect",69,33,6,0,108
"Prince Edward County",-,"701 - West End",70,30,9,0,109
"Prince Edward County",-,"801 - Center",14,5,0,0,19
"Prince Edward County",-,"Ab - Central Absentee Precinct",23,6,4,0,33
"Prince Edward County",-,Provisional,0,0,0,0,0
"Prince George County",-,"101 - Richard Bland (CD 4)",83,66,14,0,163
"Prince George County",-,"102 - Templeton (CD 4)",130,235,21,0,386
"Prince George County",-,"103 - Union Branch (CD 4)",77,109,23,0,209
"Prince George County",-,"104 - Rives (CD 4)",26,44,6,0,76
"Prince George County",-,"105 - Harrison (CD 4)",28,48,15,0,91
"Prince George County",-,"201 - Bland (CD 4)",153,169,40,0,362
"Prince George County",-,"202 - Black Water (CD 4)",106,127,25,0,258
"Prince George County",-,"203 - Brandon (CD 4)",47,37,13,0,97
"Prince George County",-,"204 - Courts Bldg (CD 4)",75,99,28,0,202
"Prince George County",-,"205 - Jefferson Park (CD 4)",21,39,10,0,70
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",34,20,8,0,62
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",85,205,21,0,311
"Prince William County",-,"102 - Cedar Point (CD 1)",121,144,33,0,298
"Prince William County",-,"103 - Glenkirk (CD 1)",82,142,17,0,241
"Prince William County",-,"104 - Nokesville (CD 1)",109,165,19,0,293
"Prince William County",-,"105 - Limestone (CD 1)",101,138,16,0,255
"Prince William County",-,"106 - Westgate (CD 1)",15,64,10,0,89
"Prince William County",-,"107 - Marsteller (CD 1)",115,170,25,0,310
"Prince William County",-,"108 - Victory (CD 1)",92,120,23,0,235
"Prince William County",-,"109 - Piney Branch (CD 1)",62,82,17,0,161
"Prince William County",-,"110 - Buckland Mills (CD 1)",22,34,7,0,63
"Prince William County",-,"110 - Buckland Mills (CD 10)",25,76,8,0,109
"Prince William County",-,"111 - Bristow Run (CD 1)",108,183,27,0,318
"Prince William County",-,"112 - Burke-nickens (CD 1)",2,4,0,0,6
"Prince William County",-,"112 - Burke-nickens (CD 10)",52,114,12,0,178
"Prince William County",-,"201 - Saunders (CD 11)",31,58,4,0,93
"Prince William County",-,"202 - Marshall (CD 1)",102,254,31,0,387
"Prince William County",-,"203 - Bennett (CD 1)",61,177,24,0,262
"Prince William County",-,"204 - Ellis (CD 1)",58,116,13,0,187
"Prince William County",-,"205 - Buckhall (CD 10)",62,202,9,0,273
"Prince William County",-,"206 - Coles (CD 1)",88,199,23,1,311
"Prince William County",-,"207 - Spriggs (CD 1)",92,119,14,0,225
"Prince William County",-,"208 - Hylton (CD 1)",71,159,18,0,248
"Prince William County",-,"209 - Independent Hill (CD 1)",71,184,19,0,274
"Prince William County",-,"210 - Penn (CD 1)",70,222,21,0,313
"Prince William County",-,"210 - Penn (CD 11)",6,8,0,0,14
"Prince William County",-,"211 - Signal Hill (CD 10)",38,188,17,0,243
"Prince William County",-,"212 - Yorkshire (CD 10)",46,140,12,0,198
"Prince William County",-,"213 - Saratoga (CD 1)",25,71,11,0,107
"Prince William County",-,"214 - Lucasville (CD 1)",47,152,18,0,217
"Prince William County",-,"215 - Rosa Parks (CD 11)",31,77,9,0,117
"Prince William County",-,"301 - Dumfries (CD 11)",27,54,6,0,87
"Prince William County",-,"302 - Potomac (CD 11)",27,36,4,0,67
"Prince William County",-,"303 - Graham Park (CD 11)",13,26,3,0,42
"Prince William County",-,"304 - Quantico (CD 1)",10,22,1,0,33
"Prince William County",-,"305 - Pattie (CD 1)",89,94,28,0,211
"Prince William County",-,"306 - Washington-reid (CD 1)",123,146,26,0,295
"Prince William County",-,"307 - Henderson (CD 1)",94,136,11,0,241
"Prince William County",-,"308 - Montclair (CD 1)",50,76,18,0,144
"Prince William County",-,"309 - Ashland (CD 1)",52,90,9,0,151
"Prince William County",-,"310 - Forest Park (CD 1)",41,85,12,0,138
"Prince William County",-,"311 - Swans Creek (CD 11)",35,76,8,0,119
"Prince William County",-,"312 - Triangle (CD 1)",2,16,1,0,19
"Prince William County",-,"312 - Triangle (CD 11)",40,72,18,0,130
"Prince William County",-,"313 - Cardinal (CD 1)",49,53,10,0,112
"Prince William County",-,"314 - Cabin Branch (CD 1)",47,55,13,1,116
"Prince William County",-,"401 - Evergreen (CD 10)",111,245,30,0,386
"Prince William County",-,"402 - Battlefield (CD 10)",113,197,21,0,331
"Prince William County",-,"403 - Bull Run (CD 10)",40,77,26,0,143
"Prince William County",-,"404 - Ben Lomond (CD 1)",25,66,11,0,102
"Prince William County",-,"405 - Stonewall (CD 1)",45,88,15,0,148
"Prince William County",-,"406 - Alvey (CD 10)",103,107,7,0,217
"Prince William County",-,"407 - Heritage Hunt (CD 10)",266,383,60,0,709
"Prince William County",-,"408 - Sudley (CD 1)",35,136,22,0,193
"Prince William County",-,"409 - Tyler (CD 10)",47,99,12,0,158
"Prince William County",-,"410 - Mountain View (CD 10)",76,144,12,0,232
"Prince William County",-,"411 - Mullen (CD 1)",7,41,7,0,55
"Prince William County",-,"412 - Catharpin (CD 10)",70,152,16,0,238
"Prince William County",-,"413 - Reagan (CD 10)",78,182,17,0,277
"Prince William County",-,"501 - Lake Ridge (CD 1)",53,109,11,0,173
"Prince William County",-,"502 - Occoquan (CD 11)",42,60,15,0,117
"Prince William County",-,"503 - Old Bridge (CD 11)",29,66,10,0,105
"Prince William County",-,"504 - Rockledge (CD 11)",77,124,26,0,227
"Prince William County",-,"505 - Mohican (CD 1)",72,98,17,0,187
"Prince William County",-,"506 - Bethel (CD 11)",65,143,17,0,225
"Prince William County",-,"507 - Chinn (CD 11)",73,103,11,0,187
"Prince William County",-,"508 - Springwoods (CD 1)",34,39,12,0,85
"Prince William County",-,"509 - Mc Coart (CD 1)",105,226,29,0,360
"Prince William County",-,"510 - Yates Ford (CD 10)",71,161,28,0,260
"Prince William County",-,"511 - Westridge (CD 1)",52,106,18,0,176
"Prince William County",-,"512 - York (CD 11)",18,36,6,0,60
"Prince William County",-,"513 - Lynnwood (CD 11)",100,146,38,0,284
"Prince William County",-,"514 - Antietam (CD 11)",74,148,20,0,242
"Prince William County",-,"601 - Dale (CD 11)",23,35,8,0,66
"Prince William County",-,"602 - Beville (CD 11)",45,85,15,0,145
"Prince William County",-,"603 - Hampton (CD 11)",15,32,5,0,52
"Prince William County",-,"604 - Gideon (CD 11)",23,65,3,0,91
"Prince William County",-,"605 - Minnieville (CD 11)",27,92,6,0,125
"Prince William County",-,"606 - Bel Air (CD 11)",33,83,9,0,125
"Prince William County",-,"607 - Kerrydale (CD 11)",24,81,13,0,118
"Prince William County",-,"608 - Enterprise (CD 11)",33,74,11,0,118
"Prince William County",-,"609 - King (CD 1)",0,0,0,0,0
"Prince William County",-,"609 - King (CD 11)",33,108,9,0,150
"Prince William County",-,"610 - Fitzgerald (CD 11)",41,73,10,0,124
"Prince William County",-,"611 - Neabsco (CD 11)",18,57,10,0,85
"Prince William County",-,"701 - Belmont (CD 11)",59,90,15,0,164
"Prince William County",-,"702 - Library (CD 11)",36,36,8,0,80
"Prince William County",-,"703 - Lynn (CD 11)",11,21,4,0,36
"Prince William County",-,"704 - Porter (CD 11)",19,30,6,0,55
"Prince William County",-,"705 - Potomac View (CD 11)",25,93,14,0,132
"Prince William County",-,"706 - Rippon (CD 11)",40,99,11,0,150
"Prince William County",-,"707 - Kilby (CD 11)",13,54,4,0,71
"Prince William County",-,"708 - River Oaks (CD 11)",21,21,4,0,46
"Prince William County",-,"709 - Freedom (CD 11)",21,40,4,0,65
"Prince William County",-,"710 - Powells Creek (CD 11)",6,15,4,0,25
"Prince William County",-,"711 - Grayson (CD 11)",21,56,5,0,82
"Prince William County",-,"712 - Leesylvania (CD 11)",63,99,14,0,176
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)",144,165,39,0,348
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)",51,69,11,0,131
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)",108,108,32,0,248
"Prince William County",-,"Provisional (CD 1)",11,13,4,0,28
"Prince William County",-,"Provisional (CD 10)",0,1,0,0,1
"Prince William County",-,"Provisional (CD 11)",0,0,0,0,0
"Pulaski County",-,"101 - Belspring",22,27,1,0,50
"Pulaski County",-,"102 - New River",71,66,13,0,150
"Pulaski County",-,"103 - West Cloyd",33,38,10,0,81
"Pulaski County",-,"201 - Draper",42,59,6,0,107
"Pulaski County",-,"202 - South Pulaski",8,6,0,0,14
"Pulaski County",-,"203 - Newbern",54,64,6,0,124
"Pulaski County",-,"301 - Dublin",48,59,9,0,116
"Pulaski County",-,"302 - Hiwassee",10,18,1,0,29
"Pulaski County",-,"304 - Snowville",35,39,6,0,80
"Pulaski County",-,"401 - Massie",83,77,12,0,172
"Pulaski County",-,"402 - Walker",22,31,5,0,58
"Pulaski County",-,"501 - Robinson",73,49,5,0,127
"Pulaski County",-,"Ab - Central Absentee Precinct",15,7,0,0,22
"Pulaski County",-,Provisional,0,0,0,0,0
"Radford City",-,"1 - East Precinct",48,31,8,0,87
"Radford City",-,"2 - Central Precinct",79,46,19,0,144
"Radford City",-,"3 - West Precinct",63,68,11,0,142
"Radford City",-,"Ab - Central Absentee Precinct",8,3,4,0,15
"Radford City",-,Provisional,1,0,0,0,1
"Rappahannock County",-,"101 - Washington",52,49,12,0,113
"Rappahannock County",-,"201 - Amissville",42,75,5,0,122
"Rappahannock County",-,"301 - Sperryville",35,45,18,0,98
"Rappahannock County",-,"401 - Scrabble",33,46,7,0,86
"Rappahannock County",-,"501 - Chester Gap",6,50,3,0,59
"Rappahannock County",-,"502 - Flint Hill",32,32,7,0,71
"Rappahannock County",-,"Ab - Central Absentee Precinct",17,7,0,0,24
"Rappahannock County",-,Provisional,0,2,0,0,2
"Richmond County",-,"101 - Precinct 1-1",20,18,9,0,47
"Richmond County",-,"201 - Precinct 2-1",23,28,5,0,56
"Richmond County",-,"301 - Precinct 3-1",46,29,5,0,80
"Richmond County",-,"401 - Precinct 4-1",29,37,16,0,82
"Richmond County",-,"501 - Precinct 5-1",39,28,9,0,76
"Richmond County",-,"Ab - Central Absentee Precinct",5,1,1,0,7
"Richmond County",-,Provisional,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",132,28,29,0,189
"Richmond City",-,"102 - One Hundred Two (CD 4)",90,17,22,0,129
"Richmond City",-,"104 - One Hundred Four (CD 4)",152,29,17,0,198
"Richmond City",-,"105 - One Hundred Five (CD 4)",96,17,23,0,136
"Richmond City",-,"106 - One Hundred Six (CD 4)",211,45,23,0,279
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",73,34,14,0,121
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",71,20,11,0,102
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)",52,19,11,0,82
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)",68,28,17,0,113
"Richmond City",-,"203 - Two Hundred Three (CD 4)",51,14,11,0,76
"Richmond City",-,"204 - Two Hundred Four (CD 4)",68,24,11,0,103
"Richmond City",-,"206 - Two Hundred Six (CD 4)",15,10,7,0,32
"Richmond City",-,"207 - Two Hundred Seven (CD 4)",47,38,6,0,91
"Richmond City",-,"208 - Two Hundred Eight (CD 4)",56,36,19,0,111
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)",10,7,2,0,19
"Richmond City",-,"301 - Three Hundred One (CD 4)",3,2,2,0,7
"Richmond City",-,"302 - Three Hundred Two (CD 4)",21,6,7,0,34
"Richmond City",-,"303 - Three Hundred Three (CD 4)",7,3,1,0,11
"Richmond City",-,"304 - Three Hundred Four (CD 4)",3,1,2,0,6
"Richmond City",-,"305 - Three Hundred Five (CD 4)",5,5,3,0,13
