County/City,Ward,Pct,"Corey Alan Stewart","Nicholas Jason Freitas","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Newport News City",-,"106 - Reservoir (CD 3)",63,41,44,0,148
"Newport News City",-,"107 - Richneck (CD 3)",60,51,39,0,150
"Newport News City",-,"108 - Lee Hall (CD 3)",39,33,36,0,108
"Newport News City",-,"109 - Windsor (CD 3)",33,38,21,1,93
"Newport News City",-,"110 - Greenwood (CD 3)",34,39,49,0,122
"Newport News City",-,"201 - Bland (CD 3)",6,9,0,0,15
"Newport News City",-,"202 - Boulevard (CD 3)",78,65,22,0,165
"Newport News City",-,"203 - Charles (CD 3)",96,104,56,0,256
"Newport News City",-,"204 - Wellesley (CD 3)",29,39,17,0,85
"Newport News City",-,"205 - Deep Creek (CD 3)",100,100,35,0,235
"Newport News City",-,"208 - Hidenwood (CD 3)",70,80,34,0,184
"Newport News City",-,"209 - Hilton (CD 3)",72,62,39,0,173
"Newport News City",-,"210 - Nelson (CD 3)",93,118,32,0,243
"Newport News City",-,"211 - Palmer (CD 3)",32,54,26,0,112
"Newport News City",-,"212 - Riverside (CD 3)",31,56,18,0,105
"Newport News City",-,"213 - Sanford (CD 3)",31,41,19,0,91
"Newport News City",-,"215 - Warwick (CD 3)",16,41,28,0,85
"Newport News City",-,"216 - Yates (CD 3)",41,66,20,0,127
"Newport News City",-,"217 - Riverview (CD 3)",79,87,39,0,205
"Newport News City",-,"218 - Kiln Creek (CD 3)",82,93,65,0,240
"Newport News City",-,"219 - Deer Park (CD 3)",31,36,21,0,88
"Newport News City",-,"302 - Briarfield (CD 3)",10,12,17,0,39
"Newport News City",-,"303 - Carver (CD 3)",2,5,4,0,11
"Newport News City",-,"304 - Chestnut (CD 3)",1,2,2,0,5
"Newport News City",-,"305 - Downtown (CD 3)",8,5,8,0,21
"Newport News City",-,"306 - Dunbar (CD 3)",1,0,0,0,1
"Newport News City",-,"307 - Huntington (CD 3)",1,1,2,0,4
"Newport News City",-,"308 - Jefferson (CD 3)",0,0,1,0,1
"Newport News City",-,"309 - Magruder (CD 3)",0,1,1,0,2
"Newport News City",-,"310 - Marshall (CD 3)",4,0,6,0,10
"Newport News City",-,"311 - Newmarket (CD 3)",21,18,18,0,57
"Newport News City",-,"312 - Newsome Park (CD 3)",0,0,0,0,0
"Newport News City",-,"313 - Reed (CD 3)",9,3,15,0,27
"Newport News City",-,"314 - River (CD 3)",32,26,14,0,72
"Newport News City",-,"315 - Sedgefield (CD 3)",26,42,14,0,82
"Newport News City",-,"316 - South Morrison (CD 3)",35,29,24,0,88
"Newport News City",-,"317 - Washington (CD 3)",1,0,1,0,2
"Newport News City",-,"318 - Wilson (CD 3)",10,7,7,0,24
"Newport News City",-,"319 - Saunders (CD 3)",88,85,41,0,214
"Newport News City",-,"320 - Watkins (CD 3)",123,102,45,0,270
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)",40,35,13,0,88
"Newport News City",-,"Provisional (CD 3)",0,0,0,0,0
"Norfolk City",-,"101 - Granby (CD 2)",0,2,0,0,2
"Norfolk City",-,"101 - Granby (CD 3)",41,46,23,0,110
"Norfolk City",-,"102 - Ocean View School (CD 2)",34,30,8,0,72
"Norfolk City",-,"103 - Northside (CD 2)",95,51,22,0,168
"Norfolk City",-,"104 - Titustown (CD 2)",0,4,6,0,10
"Norfolk City",-,"104 - Titustown (CD 3)",0,0,1,0,1
"Norfolk City",-,"106 - Second Presbyterian (CD 2)",45,52,23,0,120
"Norfolk City",-,"201 - Larchmont School (CD 3)",32,43,28,0,103
"Norfolk City",-,"203 - Ghent Square (CD 3)",30,42,16,0,88
"Norfolk City",-,"207 - Lambert's Point (CD 3)",6,8,5,0,19
"Norfolk City",-,"208 - Larchmont Library (CD 3)",33,50,23,0,106
"Norfolk City",-,"210 - Maury (CD 3)",31,42,23,0,96
"Norfolk City",-,"211 - Chrysler Museum (CD 3)",43,81,27,0,151
"Norfolk City",-,"212 - Park Place (CD 3)",2,4,5,0,11
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)",23,42,19,0,84
"Norfolk City",-,"214 - Stuart (CD 3)",28,35,17,0,80
"Norfolk City",-,"215 - Suburban Park (CD 2)",79,40,26,0,145
"Norfolk City",-,"217 - Wesley (CD 2)",28,28,10,0,66
"Norfolk City",-,"218 - Willard (CD 3)",45,88,44,0,177
"Norfolk City",-,"301 - Ballentine (CD 3)",8,12,15,0,35
"Norfolk City",-,"302 - Tanners Creek (CD 3)",9,14,11,0,34
"Norfolk City",-,"303 - Broad Creek (CD 3)",4,5,2,0,11
"Norfolk City",-,"304 - Coleman Place School (CD 3)",9,5,5,0,19
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",8,9,4,0,21
"Norfolk City",-,"306 - Lindenwood (CD 3)",5,14,5,0,24
"Norfolk City",-,"309 - Norview (CD 3)",18,26,17,0,61
"Norfolk City",-,"310 - Rosemont (CD 3)",6,4,11,0,21
"Norfolk City",-,"311 - Sherwood (CD 3)",46,37,30,1,114
"Norfolk City",-,"313 - Union Chapel (CD 3)",5,2,6,0,13
"Norfolk City",-,"402 - Berkley (CD 3)",2,2,0,0,4
"Norfolk City",-,"403 - Brambleton (CD 3)",0,0,0,0,0
"Norfolk City",-,"404 - Campostella (CD 3)",4,4,8,0,16
"Norfolk City",-,"405 - Chesterfield (CD 3)",7,3,2,0,12
"Norfolk City",-,"406 - Barron Black (CD 2)",41,31,11,0,83
"Norfolk City",-,"408 - Easton (CD 3)",45,50,29,0,124
"Norfolk City",-,"409 - Fairlawn (CD 3)",29,44,16,0,89
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",1,0,0,0,1
"Norfolk City",-,"412 - Ingleside (CD 3)",7,2,12,0,21
"Norfolk City",-,"413 - Poplar Halls (CD 3)",30,17,31,0,78
"Norfolk City",-,"414 - Young Park (CD 3)",0,0,1,0,1
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",32,33,27,0,92
"Norfolk City",-,"501 - Bayview (CD 2)",66,73,20,0,159
"Norfolk City",-,"503 - East Ocean View (CD 2)",74,96,27,0,197
"Norfolk City",-,"504 - Larrymore (CD 2)",60,42,20,0,122
"Norfolk City",-,"505 - Little Creek (CD 2)",41,50,11,0,102
"Norfolk City",-,"506 - Ocean View Center (CD 2)",53,51,25,0,129
"Norfolk City",-,"507 - Pretlow (CD 2)",99,63,28,0,190
"Norfolk City",-,"509 - Tarrallton (CD 2)",90,103,24,0,217
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",91,105,19,1,216
"Norfolk City",-,"511 - Crossroads (CD 2)",69,62,37,0,168
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",44,45,25,0,114
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)",22,22,6,0,50
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)",10,25,6,0,41
"Norfolk City",-,"Provisional (CD 2)",0,0,0,0,0
"Norfolk City",-,"Provisional (CD 3)",0,0,0,0,0
"Northampton County",-,"101 - Precinct 1-1",71,69,22,0,162
"Northampton County",-,"201 - Precinct 2-1",17,28,8,0,53
"Northampton County",-,"301 - Precinct 3-1",28,22,14,0,64
"Northampton County",-,"401 - Precinct 4-1",47,78,10,0,135
"Northampton County",-,"501 - Precinct 5-1",86,44,9,0,139
"Northampton County",-,"Ab - Central Absentee Precinct",25,10,0,0,35
"Northampton County",-,Provisional,0,0,0,0,0
"Northumberland County",-,"101 - 1a",43,126,6,0,175
"Northumberland County",-,"201 - 2a",58,148,5,0,211
"Northumberland County",-,"301 - 3a",19,40,1,0,60
"Northumberland County",-,"302 - 3b",8,11,2,0,21
"Northumberland County",-,"401 - 4a",72,209,17,0,298
"Northumberland County",-,"501 - 5a",91,215,6,0,312
"Northumberland County",-,"Ab - Central Absentee Precinct",7,21,0,0,28
"Northumberland County",-,Provisional,0,0,0,0,0
"Norton City",-,"1 - East Ward",20,14,6,0,40
"Norton City",-,Provisional,0,0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1",9,52,1,0,62
"Nottoway County",-,"102 - Precinct 1-2",2,45,3,0,50
"Nottoway County",-,"201 - Precinct 2-1",32,64,9,0,105
"Nottoway County",-,"202 - Precinct 2-2",13,50,1,0,64
"Nottoway County",-,"301 - Precinct 3-1",14,13,3,0,30
"Nottoway County",-,"302 - Precinct 3-2",9,42,0,0,51
"Nottoway County",-,"401 - Precinct 4-1",3,7,0,0,10
"Nottoway County",-,"402 - Precinct 4-2",14,60,4,0,78
"Nottoway County",-,"501 - Precinct 5-1",23,90,2,0,115
"Nottoway County",-,"Ab - Central Absentee Precinct",3,8,1,0,12
"Nottoway County",-,Provisional,0,0,0,0,0
"Orange County",-,"101 - One West",60,130,15,0,205
"Orange County",-,"102 - One East",48,114,16,0,178
"Orange County",-,"201 - Two West",41,127,4,0,172
"Orange County",-,"202 - Two East",55,117,5,0,177
"Orange County",-,"301 - Three West",37,110,9,0,156
"Orange County",-,"302 - Three East",13,83,7,0,103
"Orange County",-,"401 - Four West",70,143,9,0,222
"Orange County",-,"402 - Four East",55,121,6,0,182
"Orange County",-,"501 - Five South",69,157,13,0,239
"Orange County",-,"502 - Five North",107,225,11,0,343
"Orange County",-,"Ab - Central Absentee Precinct",16,29,8,0,53
"Orange County",-,Provisional,0,0,0,0,0
"Page County",-,"101 - West Luray",86,33,18,0,137
"Page County",-,"201 - East Luray",129,53,18,0,200
"Page County",-,"301 - Marksville",84,34,14,0,132
"Page County",-,"401 - Newport",66,18,9,0,93
"Page County",-,"501 - Shenandoah",111,34,8,0,153
"Page County",-,"Ab - Central Absentee Precinct",14,13,4,0,31
"Page County",-,Provisional,0,0,0,0,0
"Patrick County",-,"101 - Ararat",10,7,1,0,18
"Patrick County",-,"102 - Claudville",41,9,1,0,51
"Patrick County",-,"103 - Willis Gap",21,7,3,0,31
"Patrick County",-,"201 - Dry Pond",7,8,1,0,16
"Patrick County",-,"202 - Patrick Springs",38,14,3,0,55
"Patrick County",-,"203 - Russell Creek",23,6,3,0,32
"Patrick County",-,"301 - Critz/stella",29,13,5,0,47
"Patrick County",-,"302 - Liberty",31,13,2,0,46
"Patrick County",-,"401 - Meadows Of Dan",38,16,9,0,63
"Patrick County",-,"402 - Stuart Fairgrounds",45,17,3,0,65
"Patrick County",-,"501 - Stuart Community",16,6,0,0,22
"Patrick County",-,"502 - Elamsville",39,10,1,0,50
"Patrick County",-,"503 - Woolwine",37,18,4,0,59
"Patrick County",-,"Ab - Central Absentee Precinct",12,9,1,0,22
"Patrick County",-,Provisional,0,0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct",5,6,4,0,15
"Petersburg City",-,"201 - Second Ward First Precinct",11,9,19,0,39
"Petersburg City",-,"301 - Third Ward First Precinct",26,37,22,0,85
"Petersburg City",-,"401 - Fourth Ward First Precinct",27,22,21,0,70
"Petersburg City",-,"501 - Fifth Ward First Precinct",10,4,7,0,21
"Petersburg City",-,"601 - Sixth Ward First Precinct",1,4,2,0,7
"Petersburg City",-,"701 - Seventh Ward First Precinct",7,8,2,0,17
"Petersburg City",-,"Ab - Central Absentee Precinct",16,13,1,0,30
"Petersburg City",-,Provisional,0,0,0,0,0
"Pittsylvania County",-,"103 - Twin Springs",118,56,32,0,206
"Pittsylvania County",-,"105 - Chatham",49,29,15,0,93
"Pittsylvania County",-,"106 - Tunstall",44,16,12,0,72
"Pittsylvania County",-,"108 - West Blairs",24,21,14,0,59
"Pittsylvania County",-,"201 - Callands",49,28,7,0,84
"Pittsylvania County",-,"202- Bearskin",15,9,7,0,31
"Pittsylvania County",-,"204 - Sandy Level",40,31,4,1,76
"Pittsylvania County",-,"206 - Climax",49,23,2,0,74
"Pittsylvania County",-,"207 - Gretna",56,54,22,0,132
"Pittsylvania County",-,"301 - Central",14,17,8,0,39
"Pittsylvania County",-,"305 - Riceville",24,5,10,0,39
"Pittsylvania County",-,"307 - East Blairs",7,6,14,0,27
"Pittsylvania County",-,"308 - Mt Airy",17,12,7,0,36
"Pittsylvania County",-,"309 - East Gretna",8,12,2,0,22
"Pittsylvania County",-,"402 - Keeling",67,12,7,0,86
"Pittsylvania County",-,"404 - Kentuck",72,47,7,0,126
"Pittsylvania County",-,"405 - Ringgold",92,20,9,0,121
"Pittsylvania County",-,"501 - Hurt",71,28,6,0,105
"Pittsylvania County",-,"502 - Motley Sycamore",78,21,15,0,114
"Pittsylvania County",-,"503 - Renan",44,28,6,0,78
"Pittsylvania County",-,"603 - Stony Mill",47,25,4,0,76
"Pittsylvania County",-,"604 - Swansonville",28,11,9,0,48
"Pittsylvania County",-,"605 - Whitmell",36,19,9,0,64
"Pittsylvania County",-,"606 - Brosville",25,9,8,0,42
"Pittsylvania County",-,"607 - Dry Fork",24,10,7,0,41
"Pittsylvania County",-,"702 - Bachelors Hall",65,49,15,0,129
"Pittsylvania County",-,"703 - Ferry Road",15,9,5,0,29
"Pittsylvania County",-,"704 - Mt Hermon",91,42,32,0,165
"Pittsylvania County",-,"705 - Mt Cross",61,24,10,0,95
"Pittsylvania County",-,"Ab - Central Absentee Precinct",37,25,19,0,81
"Pittsylvania County",-,Provisional,1,1,1,0,3
"Poquoson City",-,"1 - Central",142,111,37,0,290
"Poquoson City",-,"2 - Eastern",129,117,46,0,292
"Poquoson City",-,"3 - Western",172,157,59,0,388
"Poquoson City",-,"Ab - Central Absentee Precinct",23,17,5,0,45
"Poquoson City",-,Provisional,0,0,0,0,0
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",24,30,29,1,84
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",10,2,6,0,18
"Portsmouth City",-,"7- Park View Elementary School",14,20,12,0,46
"Portsmouth City",-,"9 - Third Baptist Church",11,12,16,0,39
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",19,26,9,0,54
"Portsmouth City",-,"11 - Mt. Hermon Village",4,0,4,0,8
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",4,1,1,0,6
"Portsmouth City",-,"14 - Brighton Elementary School",8,3,13,0,24
"Portsmouth City",-,"16 - Cradock Middle School",23,23,15,0,61
"Portsmouth City",-,"17 - Victory Life Fellowship",25,14,9,0,48
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",13,16,8,0,37
"Portsmouth City",-,"20 - Noble Street Baptist Church",15,14,18,0,47
"Portsmouth City",-,"21 - John F. Kennedy Community Center",2,1,3,0,6
"Portsmouth City",-,"22 - Forward Church",23,20,7,0,50
"Portsmouth City",-,"23 - Westhaven Baptist Church",31,27,12,0,70
"Portsmouth City",-,"24 - Willett Hall",14,17,14,0,45
"Portsmouth City",-,"25 - John Tyler Elementary School",34,34,17,0,85
"Portsmouth City",-,"26 - William E. Waters Middle School",1,3,4,0,8
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center",3,3,8,0,14
"Portsmouth City",-,"28 - Lakeview Elementary School",13,8,30,0,51
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",23,29,10,0,62
"Portsmouth City",-,"30 - The Rescue Church",38,36,18,0,92
"Portsmouth City",-,"31 - West Park Church Of Christ",30,23,21,0,74
"Portsmouth City",-,"32 - Hodges Manor Elementary School",27,27,25,0,79
"Portsmouth City",-,"33- Pinecrest Baptist Church",48,38,11,0,97
"Portsmouth City",-,"34- Churchland Branch Library",44,35,12,1,92
"Portsmouth City",-,"35 - Churchland Elementary School",56,44,22,0,122
"Portsmouth City",-,"36 - Scottish Rite Temple",66,67,38,0,171
"Portsmouth City",-,"37 - Churchland Middle School",30,46,28,0,104
"Portsmouth City",-,"38 - Grove Baptist Church",13,16,19,0,48
"Portsmouth City",-,"39 - Churchland Primary And Intermediate School",36,55,32,0,123
"Portsmouth City",-,"Ab - Central Absentee Precinct",20,12,15,0,47
"Portsmouth City",-,Provisional,0,0,0,0,0
"Powhatan County",-,"101 - Subletts",107,139,12,0,258
"Powhatan County",-,"102 - Manakin",61,145,4,0,210
"Powhatan County",-,"103 - Flat Rock",55,79,5,0,139
"Powhatan County",-,"201 - Powhatan Station",81,105,9,0,195
"Powhatan County",-,"202 - Graceland",117,94,15,0,226
"Powhatan County",-,"301 - Bethesda",64,88,19,0,171
"Powhatan County",-,"302 - Lee's Landing",58,85,9,0,152
"Powhatan County",-,"401 - Powhatan Courthouse",136,177,22,0,335
"Powhatan County",-,"402 - Mt Zion",48,50,11,0,109
"Powhatan County",-,"501 - Smith Cross Roads",47,56,8,0,111
"Powhatan County",-,"502 - Pineville",31,40,3,0,74
"Powhatan County",-,"503 - Tobaccoville",33,36,6,0,75
"Powhatan County",-,"Ab - Central Absentee Precinct",25,22,4,0,51
"Powhatan County",-,Provisional,0,0,0,0,0
"Prince Edward County",-,"101 - Farmville",23,50,7,0,80
"Prince Edward County",-,"201 - Lockett",44,53,16,0,113
"Prince Edward County",-,"301 - Leigh",8,37,7,0,52
"Prince Edward County",-,"302 - Mt Pleasant",16,9,9,0,34
"Prince Edward County",-,"401 - Hampden",14,33,12,0,59
"Prince Edward County",-,"501 - Darlington Hts",21,33,4,0,58
"Prince Edward County",-,"502 - Buffalo Hts",15,20,8,0,43
"Prince Edward County",-,"601 - Prospect",33,39,13,0,85
"Prince Edward County",-,"701 - West End",22,40,7,0,69
"Prince Edward County",-,"801 - Center",6,3,2,0,11
"Prince Edward County",-,"Ab - Central Absentee Precinct",6,12,7,0,25
"Prince Edward County",-,Provisional,0,0,0,0,0
"Prince George County",-,"101 - Richard Bland (CD 4)",40,51,10,0,101
"Prince George County",-,"102 - Templeton (CD 4)",134,143,24,0,301
"Prince George County",-,"103 - Union Branch (CD 4)",79,70,26,0,175
"Prince George County",-,"104 - Rives (CD 4)",38,31,12,0,81
"Prince George County",-,"105 - Harrison (CD 4)",24,31,3,0,58
"Prince George County",-,"201 - Bland (CD 4)",94,157,28,0,279
"Prince George County",-,"202 - Black Water (CD 4)",98,121,12,0,231
"Prince George County",-,"203 - Brandon (CD 4)",36,34,7,0,77
"Prince George County",-,"204 - Courts Bldg (CD 4)",85,90,19,0,194
"Prince George County",-,"205 - Jefferson Park (CD 4)",31,36,15,0,82
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",23,33,7,0,63
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",137,122,21,0,280
"Prince William County",-,"102 - Cedar Point (CD 1)",84,171,21,0,276
"Prince William County",-,"103 - Glenkirk (CD 1)",80,63,10,0,153
"Prince William County",-,"104 - Nokesville (CD 1)",110,154,14,0,278
"Prince William County",-,"105 - Limestone (CD 1)",98,102,16,0,216
"Prince William County",-,"106 - Westgate (CD 1)",49,21,4,0,74
"Prince William County",-,"107 - Marsteller (CD 1)",122,113,22,0,257
"Prince William County",-,"108 - Victory (CD 1)",85,106,16,0,207
"Prince William County",-,"109 - Piney Branch (CD 1)",58,54,11,0,123
"Prince William County",-,"110 - Buckland Mills (CD 1)",31,21,3,0,55
"Prince William County",-,"110 - Buckland Mills (CD 10)",72,38,7,0,117
"Prince William County",-,"111 - Bristow Run (CD 1)",128,123,20,0,271
"Prince William County",-,"112 - Burke-nickens (CD 1)",3,2,0,0,5
"Prince William County",-,"112 - Burke-nickens (CD 10)",122,81,18,0,221
"Prince William County",-,"201 - Saunders (CD 11)",55,52,39,0,146
"Prince William County",-,"202 - Marshall (CD 1)",175,115,16,0,306
"Prince William County",-,"203 - Bennett (CD 1)",115,73,33,0,221
"Prince William County",-,"204 - Ellis (CD 1)",99,34,15,0,148
"Prince William County",-,"205 - Buckhall (CD 10)",222,91,15,0,328
"Prince William County",-,"206 - Coles (CD 1)",167,58,11,0,236
"Prince William County",-,"207 - Spriggs (CD 1)",72,75,14,0,161
"Prince William County",-,"208 - Hylton (CD 1)",144,60,11,0,215
"Prince William County",-,"209 - Independent Hill (CD 1)",129,83,13,0,225
"Prince William County",-,"210 - Penn (CD 1)",162,89,7,0,258
"Prince William County",-,"210 - Penn (CD 11)",7,3,1,0,11
"Prince William County",-,"211 - Signal Hill (CD 10)",191,63,11,0,265
"Prince William County",-,"212 - Yorkshire (CD 10)",132,33,19,0,184
"Prince William County",-,"213 - Saratoga (CD 1)",52,16,5,0,73
"Prince William County",-,"214 - Lucasville (CD 1)",111,54,19,0,184
"Prince William County",-,"215 - Rosa Parks (CD 11)",62,44,47,0,153
"Prince William County",-,"301 - Dumfries (CD 11)",58,24,12,0,94
"Prince William County",-,"302 - Potomac (CD 11)",36,36,24,0,96
"Prince William County",-,"303 - Graham Park (CD 11)",18,11,3,0,32
"Prince William County",-,"304 - Quantico (CD 1)",19,9,1,0,29
"Prince William County",-,"305 - Pattie (CD 1)",90,57,12,0,159
"Prince William County",-,"306 - Washington-reid (CD 1)",128,67,14,0,209
"Prince William County",-,"307 - Henderson (CD 1)",106,82,15,0,203
"Prince William County",-,"308 - Montclair (CD 1)",66,47,12,0,125
"Prince William County",-,"309 - Ashland (CD 1)",65,54,11,0,130
"Prince William County",-,"310 - Forest Park (CD 1)",60,31,6,0,97
"Prince William County",-,"311 - Swans Creek (CD 11)",82,67,102,0,251
"Prince William County",-,"312 - Triangle (CD 1)",10,3,2,0,15
"Prince William County",-,"312 - Triangle (CD 11)",60,31,18,0,109
"Prince William County",-,"313 - Cardinal (CD 1)",46,35,6,0,87
"Prince William County",-,"314 - Cabin Branch (CD 1)",42,57,5,0,104
"Prince William County",-,"401 - Evergreen (CD 10)",263,98,26,0,387
"Prince William County",-,"402 - Battlefield (CD 10)",230,108,36,0,374
"Prince William County",-,"403 - Bull Run (CD 10)",91,58,13,0,162
"Prince William County",-,"404 - Ben Lomond (CD 1)",47,28,5,0,80
"Prince William County",-,"405 - Stonewall (CD 1)",66,33,16,0,115
"Prince William County",-,"406 - Alvey (CD 10)",163,69,16,0,248
"Prince William County",-,"407 - Heritage Hunt (CD 10)",558,140,50,0,748
"Prince William County",-,"408 - Sudley (CD 1)",109,34,4,0,147
"Prince William County",-,"409 - Tyler (CD 10)",96,61,18,0,175
"Prince William County",-,"410 - Mountain View (CD 10)",188,60,34,0,282
"Prince William County",-,"411 - Mullen (CD 1)",23,18,2,0,43
"Prince William County",-,"412 - Catharpin (CD 10)",169,73,22,0,264
"Prince William County",-,"413 - Reagan (CD 10)",202,89,24,0,315
"Prince William County",-,"501 - Lake Ridge (CD 1)",75,41,9,0,125
"Prince William County",-,"502 - Occoquan (CD 11)",57,44,17,0,118
"Prince William County",-,"503 - Old Bridge (CD 11)",58,32,9,0,99
"Prince William County",-,"504 - Rockledge (CD 11)",103,66,10,0,179
"Prince William County",-,"505 - Mohican (CD 1)",114,62,16,0,192
"Prince William County",-,"506 - Bethel (CD 11)",125,72,16,0,213
"Prince William County",-,"507 - Chinn (CD 11)",84,52,22,0,158
"Prince William County",-,"508 - Springwoods (CD 1)",38,22,8,0,68
"Prince William County",-,"509 - Mc Coart (CD 1)",209,102,17,0,328
"Prince William County",-,"510 - Yates Ford (CD 10)",185,90,22,0,297
"Prince William County",-,"511 - Westridge (CD 1)",95,64,4,0,163
"Prince William County",-,"512 - York (CD 11)",30,27,18,0,75
"Prince William County",-,"513 - Lynnwood (CD 11)",125,98,27,0,250
"Prince William County",-,"514 - Antietam (CD 11)",101,94,31,0,226
"Prince William County",-,"601 - Dale (CD 11)",44,24,8,0,76
"Prince William County",-,"602 - Beville (CD 11)",67,63,24,0,154
"Prince William County",-,"603 - Hampton (CD 11)",29,16,8,0,53
"Prince William County",-,"604 - Gideon (CD 11)",61,30,31,0,122
"Prince William County",-,"605 - Minnieville (CD 11)",75,29,16,0,120
"Prince William County",-,"606 - Bel Air (CD 11)",86,41,17,0,144
"Prince William County",-,"607 - Kerrydale (CD 11)",66,37,22,0,125
"Prince William County",-,"608 - Enterprise (CD 11)",69,39,13,0,121
"Prince William County",-,"609 - King (CD 1)",0,0,0,0,0
"Prince William County",-,"609 - King (CD 11)",87,45,19,0,151
"Prince William County",-,"610 - Fitzgerald (CD 11)",67,55,25,0,147
"Prince William County",-,"611 - Neabsco (CD 11)",58,31,13,0,102
"Prince William County",-,"701 - Belmont (CD 11)",78,57,25,0,160
"Prince William County",-,"702 - Library (CD 11)",45,50,40,0,135
"Prince William County",-,"703 - Lynn (CD 11)",21,9,13,0,43
"Prince William County",-,"704 - Porter (CD 11)",26,21,19,0,66
"Prince William County",-,"705 - Potomac View (CD 11)",74,25,2,0,101
"Prince William County",-,"706 - Rippon (CD 11)",87,44,18,0,149
"Prince William County",-,"707 - Kilby (CD 11)",50,23,13,0,86
"Prince William County",-,"708 - River Oaks (CD 11)",29,29,56,0,114
"Prince William County",-,"709 - Freedom (CD 11)",26,24,7,0,57
"Prince William County",-,"710 - Powells Creek (CD 11)",15,11,9,0,35
"Prince William County",-,"711 - Grayson (CD 11)",63,23,11,0,97
"Prince William County",-,"712 - Leesylvania (CD 11)",89,66,28,0,183
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)",170,121,31,0,322
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)",208,67,23,0,298
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)",137,86,42,0,265
"Prince William County",-,"Provisional (CD 1)",1,1,0,0,2
"Prince William County",-,"Provisional (CD 10)",1,0,0,0,1
"Prince William County",-,"Provisional (CD 11)",0,0,0,0,0
"Pulaski County",-,"101 - Belspring",18,15,1,0,34
"Pulaski County",-,"102 - New River",45,19,4,0,68
"Pulaski County",-,"103 - West Cloyd",29,17,2,0,48
"Pulaski County",-,"201 - Draper",37,22,9,0,68
"Pulaski County",-,"202 - South Pulaski",6,3,0,0,9
"Pulaski County",-,"203 - Newbern",44,28,8,0,80
"Pulaski County",-,"301 - Dublin",47,39,8,0,94
"Pulaski County",-,"302 - Hiwassee",17,3,0,0,20
"Pulaski County",-,"304 - Snowville",30,17,6,0,53
"Pulaski County",-,"401 - Massie",52,33,5,0,90
"Pulaski County",-,"402 - Walker",20,16,0,0,36
"Pulaski County",-,"501 - Robinson",55,35,4,0,94
"Pulaski County",-,"Ab - Central Absentee Precinct",7,6,1,0,14
"Pulaski County",-,Provisional,0,0,0,0,0
"Radford City",-,"1 - East Precinct",32,40,8,0,80
"Radford City",-,"2 - Central Precinct",49,47,6,0,102
"Radford City",-,"3 - West Precinct",60,51,14,0,125
"Radford City",-,"Ab - Central Absentee Precinct",2,5,1,0,8
"Radford City",-,Provisional,0,0,0,0,0
"Rappahannock County",-,"101 - Washington",43,48,9,0,100
"Rappahannock County",-,"201 - Amissville",40,45,11,0,96
"Rappahannock County",-,"301 - Sperryville",33,39,6,0,78
"Rappahannock County",-,"401 - Scrabble",34,36,9,2,81
"Rappahannock County",-,"501 - Chester Gap",21,20,27,0,68
"Rappahannock County",-,"502 - Flint Hill",26,21,7,3,57
"Rappahannock County",-,"Ab - Central Absentee Precinct",2,18,4,0,24
"Rappahannock County",-,Provisional,0,0,0,0,0
"Richmond County",-,"101 - Precinct 1-1",12,17,2,0,31
"Richmond County",-,"201 - Precinct 2-1",11,17,2,0,30
"Richmond County",-,"301 - Precinct 3-1",14,34,4,0,52
"Richmond County",-,"401 - Precinct 4-1",17,49,3,0,69
"Richmond County",-,"501 - Precinct 5-1",23,52,7,0,82
"Richmond County",-,"Ab - Central Absentee Precinct",4,5,0,0,9
"Richmond County",-,Provisional,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)",7,34,9,0,50
"Richmond City",-,"102 - One Hundred Two (CD 4)",23,70,12,0,105
"Richmond City",-,"104 - One Hundred Four (CD 4)",41,101,23,0,165
"Richmond City",-,"105 - One Hundred Five (CD 4)",22,80,19,0,121
"Richmond City",-,"106 - One Hundred Six (CD 4)",49,160,16,0,225
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",38,51,16,0,105
